SOC	Ecell/V
98.84958612	4.1563563
98.84851197	4.1562839
98.84743781	4.1563449
98.84636366	4.1563144
98.84528952	4.1563182
98.84421537	4.1563296
98.84314123	4.1562037
98.84206709	4.156219
98.84099295	4.1561847
98.83991881	4.1562419
98.83884467	4.1562266
98.83777053	4.1560893
98.83669639	4.1560588
98.83562225	4.156013
98.83454811	4.1561046
98.83347397	4.1560245
98.83239983	4.1560626
98.83132569	4.1560512
98.83025155	4.1558795
98.8291774	4.1558833
98.82810325	4.1559405
98.8270291	4.1558833
98.82595495	4.1558566
98.82488081	4.1557689
98.82380666	4.1559291
98.82273252	4.155849
98.82165838	4.1557231
98.82058425	4.1557574
98.8195101	4.1557193
98.81843596	4.1556773
98.81736182	4.1557307
98.81628767	4.1556964
98.81521352	4.1556277
98.81413938	4.1556621
98.81306523	4.1555972
98.81199109	4.1556354
98.81091694	4.1555243
98.8098428	4.1555014
98.80876866	4.1554899
98.80769452	4.1554747
98.80662038	4.1554365
98.80554625	4.1554518
98.80447212	4.1553831
98.80339798	4.155364
98.80232386	4.1553221
98.80124973	4.1553488
98.8001756	4.1553259
98.79910147	4.1551847
98.79802733	4.1552
98.7969532	4.1552839
98.79587907	4.1551199
98.79480494	4.1551809
98.79373081	4.1552
98.79265668	4.1552
98.79158255	4.1550131
98.79050842	4.1551619
98.78943429	4.1551046
98.78836016	4.155097
98.78728603	4.1550131
98.78621189	4.1549292
98.78513776	4.154933
98.78406362	4.154952
98.78298949	4.1549711
98.78191536	4.1548529
98.78084122	4.1549597
98.7797671	4.1548033
98.77869297	4.1548605
98.77761885	4.1547461
98.77654473	4.154788
98.7754706	4.1547575
98.77439647	4.1546545
98.77332234	4.1547422
98.77224822	4.1546926
98.77117409	4.1545892
98.77009996	4.1546392
98.76902584	4.1546049
98.76795171	4.1546316
98.76687758	4.1545205
98.76580346	4.1545777
98.76472932	4.1545701
98.76365518	4.1545205
98.76258105	4.1545587
98.76150692	4.1544557
98.76043278	4.1544251
98.75935865	4.1543183
98.75828451	4.1543717
98.75721037	4.154429
98.75613623	4.1543794
98.75506209	4.1543145
98.75398796	4.1542878
98.75291382	4.1542382
98.75183968	4.154284
98.75076554	4.1542077
98.74969141	4.1541886
98.74861727	4.1542535
98.74754313	4.154078
98.74646899	4.1541581
98.74539485	4.1540818
98.74432071	4.1541657
98.74324657	4.1541085
